Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet,cleaned_text
58,3,0,3,0,1,"""...Son of a bitch took my Tic Tacs.""

I like this movie.",son bitch took tic tacs like movie
59,3,0,3,0,1,"""..All I wanna do is get money and fuck model bitches!"" - Russell Simmons",wan na get money fuck model bitch russell simmons
60,3,0,2,1,1,"""@2015seniorprobs: I probably wouldn&#8217;t mind school as much if we didn&#8217;t have to deal with bitch ass teachers"". Retweet",probably wouldnt mind school much didnt deal bitch as teacher retweet
61,3,0,3,0,1,"""@A7XDemery: I'm a fucking fag they said""",im fucking fag said
62,3,0,3,0,1,"""@ARIZZLEINDACUT: Females think dating a pussy is cute now? http://t.co/VxBJg26Gsz"" how does doing this stuff make him a pussy?",female think dating pussy cute stuff make pussy
63,3,0,0,3,2,"""@Addicted2Guys: -SimplyAddictedToGuys http://t.co/1jL4hi8ZMF"" woof woof hot scally lad",simplyaddictedtoguys woof woof hot scally lad
64,3,0,3,0,1,"""@AdoreBellaaa: Have ya ever asked your bitch for other bitches - kanye voice"" Yes",ya ever asked bitch bitch kanye voice yes
65,3,0,3,0,1,"""@AdoreZoey: How u gone bring ur side bitch to a game where You know Ya gf friends at ?! &#128553;&#128553;&#128553;&#128553;"" I SWEAR!!!!!",u gone bring ur side bitch game know ya gf friend swear
66,3,0,1,2,2,"""@AllAboutManFeet: http://t.co/3gzUpfuMev"" woof woof and hot soles",woof woof hot sol
67,3,0,1,2,2,"""@Allyhaaaaa: Lemmie eat a Oreo &amp; do these dishes."" One oreo? Lol",lemmie eat oreo amp dish one oreo lol
68,3,0,3,0,1,"""@Almightywayne__: @JetsAndASwisher @Gook____ bitch fuck u http://t.co/pXmGA68NC1"" maybe you'll get better. Just http://t.co/TPreVwfq0S",bitch fuck u maybe youll get better
69,3,1,2,0,1,"""@Almightywayne__: Fuck Red Malone man bitch ass niggah"" could you please use complete sentences?",fuck red malone man bitch as niggah could please use complete sentence
70,3,0,0,3,2,"""@ArizonasFinest6: Why the eggplant emoji doe?""y he say she looked like scream lmao",eggplant emoji doey say looked like scream lmao
71,3,0,3,0,1,"""@AutoWorId: Hennessey Venom GT &#128584; http://t.co/i8eGMnKaJ9"" that's one sexy bitch",hennessey venom gt thats one sexy bitch
72,3,0,3,0,1,"""@BOSSBYTCHH: Him seh me pussy wetter then a shower curtain....#ahmesehwetness""&lt;lmao!!",seh pussy wetter shower curtainltlmao
73,3,0,3,0,1,"""@BRO_HEN314: #Eaglesnation and every #Eagles need to see that pic I just posted because that bitch just said the most racist shit""",every need see pic posted bitch said racist shit
74,3,1,2,0,1,"""@BVSEDCHINK: Yo fuck skateboarding, all y'all some wood pushing faggots man, ball is life http://t.co/VBCzP6HMT7""
@AmJemieBenn",yo fuck skateboarding yall wood pushing faggot man ball life
75,3,0,1,2,2,"""@BabyAnimalPics: baby monkey bathtime http://t.co/7KPWAdLF0R""
Awwwwe! This is soooo ADORABLE!",baby monkey bathtime soooo adorable
76,3,0,3,0,1,"""@BaylaaGottaBody: &#128514;&#128514;&#128514;&#128514; I ain't shit ."" Damn Skippy lol",aint shit damn skippy lol
77,3,1,2,0,1,"""@BeEasyJrizzy: u ever kill a ant on the sidewalk and think damn what if that nigga was on his way to get some pussy""No bs must b &gt;30%chance",u ever kill ant sidewalk think damn nigga way get pussyno b must b gtchance
78,3,0,3,0,1,"""@BeenBasedB: @_KudaBrazyy http://t.co/LuUBGL9Y5u"" 0 rings 0 mvps 0 bitches lol",ring mvp bitch lol
79,3,1,2,0,1,"""@BeenFLYnSolo: ppl talk bad about the ghetto/hood ... but as a kid growing up, a nigga had funnnnnnn !""",ppl talk bad ghettohood kid growing nigga funnnnnnn
80,9,0,7,2,1,"""@BestProAdvice: The facts on tattoos...tattoo http://t.co/ZwnbhpDZ8e"" he's a pussy with not tattooing them nipples",fact tattoostattoo he pussy tattooing nipple
81,3,0,3,0,1,"""@Bill215_: &#128175;&#128175;&#128175; RT @nel_ayden Bitches be wanting to act like niggas so bad &#128553;&#128553;&#128553; that shit aint cuteeeee"" but niggas act like bitches..",rt bitch wanting act like nigga bad shit aint cuteeeee nigga act like bitch
82,3,0,3,0,1,"""@BitchJones92: Get worshiping bitch! http://t.co/R37CejCjou"" woof woof",get worshiping bitch woof woof
83,3,1,2,0,1,"""@BlackChiquitita: Wow. RT @thatmanpalmer I'm lost. Are those buttcheek piercings? http://t.co/yn6guyOUQ6"" yeah she's a hoe",wow rt im lost buttcheek piercings yeah shes hoe
84,3,0,3,0,1,"""@BlackNerdJade: Ok, sis."" She'd rather be a broke bitch? *shrugs* she'll have to tell me how it works for her",ok si shed rather broke bitch shrug shell tell work
85,3,2,1,0,0,"""@Blackman38Tide: @WhaleLookyHere @HowdyDowdy11 queer"" gaywad",queer gaywad
87,3,0,3,0,1,"""@BrokenPiecesmsc: @ItsNotAdam faggot read my tweets after dat k"" it wasn't even funny lol",faggot read tweet dat k wasnt even funny lol
88,3,0,3,0,1,"""@BrosConfessions: This bitch was so ungrateful http://t.co/06e77bGwbx"" fr ..... LULWHORE",bitch ungrateful fr lulwhore
89,3,0,3,0,1,"""@CASHandBOOBIES: I been kidnapped yo bitch""",kidnapped yo bitch
90,3,3,0,0,0,"""@CB_Baby24: @white_thunduh alsarabsss"" hes a beaner smh you can tell hes a mexican",alsarabsss he beaner smh tell he mexican
91,3,1,2,0,1,"""@CCobey: @AydanMcCoy happy birthday nigs"" Thanks yo",happy birthday nigs thanks yo
92,6,1,5,0,1,"""@CHlLDHOODRUINER: when ur teacher tells u that u have homework https://t.co/RKk5vawIj1"" this bitch need to go!!!",ur teacher tell u u homework bitch need go
93,3,1,2,0,1,"""@CaelanG15: ""@22EdHam: @CaelanG15 that nigga was eating that hoe lol"" Hell Yea lol john Paul"" nigga said john paul.. http://t.co/OSIpBKPr9h",nigga eating hoe lol hell yea lol john paul nigga said john paul
94,3,0,3,0,1,"""@CanIFuckOrNah: What would y'all lil ugly bald headed bitches do if they stop making make-up &amp; weave?""",would yall lil ugly bald headed bitch stop making makeup amp weave
95,3,1,2,0,1,"""@CarelessOne92: Leafs better win this damn game so I can go riot and shit #EarlyChristmas"" you better start looting my nig",leaf better win damn game go riot shit better start looting nig
96,3,0,3,0,1,"""@CauseWereGuys: Going back to school sucks more dick than the hoes who attend it.""",going back school suck dick hoe attend
97,3,0,3,0,1,"""@CauseWereGuys: On my way to fuck yo bitch http://t.co/j906T5zE2R"" me as a 9 year old",way fuck yo bitch year old
98,3,0,3,0,1,"""@CeleyNichole: @white_thunduh how come you never bring me food"" i dont have a car retard",come never bring food dont car retard
99,3,0,3,0,1,"""@ChadMFVerbeck: If Richnow doesn't show up with hella tinder hoes Im not his friend anymore"" chill I brought like like 8 prople",richnow doesnt show hella tinder hoe im friend anymore chill brought like like prople
100,3,1,2,0,1,"""@ChandlerParsons: How bout them Cowboys!!!!"" Shutup pussy",bout cowboy shutup pussy
101,3,0,3,0,1,"""@ClicquotSuave: LMAOOOOOOOOOOO this nigga @Krillz_Nuh_Care http://t.co/AAnpSUjmYI"" &lt;bitch want likes for some depressing shit..foh",lmaooooooooooo nigga ltbitch want like depressing shitfoh
102,3,0,3,0,1,"""@Coley_Cee: @lil_aerii girl you know I was spitting that G shit to you &amp; you was going lbvs""bitch plz",girl know spitting g shit amp going lbvsbitch plz
103,3,0,3,0,1,"""@Coley_Cee: Let me make a couple tweets off cuzzo page, so I won't get in twitter jail.""lmao bitch don't trick me again",let make couple tweet cuzzo page wont get twitter jaillmao bitch dont trick
104,3,0,2,1,1,"""@ComedyPosts: Harlem shake is just an excuse to go full retard for 30 seconds.""",harlem shake excuse go full retard second
105,3,0,3,0,1,"""@ComedyTruth: amen miley &#128591; http://t.co/P2Kb2tfyxr""okay, but she don't need to act like a hoe just bc she's ""emotionally damaged"" foh",amen miley dont need act like hoe bc shes emotionally damaged foh
106,3,0,3,0,1,"""@CoryBandz: having one loyal female is wayyyyy better than having hoes , idc &#128175;""",one loyal female wayyyyy better hoe idc
107,3,0,3,0,1,"""@Crhedrys: Pussy licking pussy.... meow meow #StopWhitePeople2014 &#128049; https://t.co/KeegDCjS5K&#8221;""""""""

&#128533;",pussy licking pussy meow meow
108,3,0,3,0,1,"""@DBAB_Holloway: Check out our 12th man. #CowboysNation"" even with all those faggot ny fans in the stands",check th man even faggot ny fan stand
109,3,0,3,0,1,"""@DGotBricks: What happen to them vixen ent bitches"" they got ran and threw to the side like a foothill bitch",happen vixen ent bitch got ran threw side like foothill bitch
110,3,0,3,0,1,"""@DaeDaviDavie: @white_thunduh im the bitch okay nudes pat &#128554;&#128527;&#128056;"" wow",im bitch okay nude pat wow
111,3,3,0,0,0,"""@DevilGrimz: @VigxRArts you're fucking gay, blacklisted hoe"" Holding out for #TehGodClan anyway http://t.co/xUCcwoetmn",youre fucking gay blacklisted hoe holding anyway
112,3,0,3,0,1,"""@DiamondLoudKush: The fuck be wrong with these bitches?"" Nobody knows",fuck wrong bitch nobody know
113,3,0,3,0,1,"""@Dietrich1892: Yall shut up:p"" make me bitch",yall shut upp make bitch
114,3,1,2,0,1,"""@DionaIrish: I hate a ""I'm pregnant"" type of bitch.""",hate im pregnant type bitch
115,3,0,3,0,1,"""@DoYou_Q: Got bitches in the DM but I don't ever read'em"" which is y your top 3",got bitch dm dont ever readem top
116,3,0,0,3,2,"""@DomWorldPeace: Baseball season for the win. #Yankees"" This is where the love started",baseball season win love started
117,3,0,3,0,1,"""@Dommoneek: Little stupid as bitch I don't fuck with yoooooouuuu..""",little stupid bitch dont fuck yoooooouuuu
118,3,0,3,0,1,"""@DreadheadAri: she really asked me that dead ass serious tho, all i could say was ""bitch wheet"" LOL",really asked dead as serious tho could say bitch wheet lol
119,3,0,0,3,2,"""@DunderbaIl: I'm an early bird and I'm a night owl, so I'm wise and have worms.""",im early bird im night owl im wise worm
120,3,0,1,2,2,"""@EdgarPixar: Overdosing on heavy drugs doesn't sound bad tonight."" I do that pussy shit every day.",overdosing heavy drug doesnt sound bad tonight pussy shit every day
121,3,0,0,3,2,"""@El_Grillo1: Pit Bulls Photographed As Lovely Fairy Tale Creatures http://t.co/Q0Sm89oOLh&#8221;

They *are* fairy tale creatures.",pit bull photographed lovely fairy tale creature fairy tale creature
122,3,0,3,0,1,"""@Ferocious_Ghost: @1stName_Bravo Aw."" ...fag, don't tweet ""aw"" to me lol",aw fag dont tweet aw lol
123,3,0,0,3,2,"""@FloKid88: As long as the Lakers trash from now on, I could careless. And that's real."". CC: @BENBALLER hahaha",long lakers trash could careless thats real cc hahaha
124,3,0,3,0,1,"""@Frosstyy_: @h0rheyd I didn't say anything tho"" kiss me then faggot",didnt say anything tho kiss faggot
125,3,0,0,3,2,"""@FunnyPicsDepot: this the ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/ZUai7qWBIR"" &#128514; yup",play soccer cheat girl wear khaki coloured cargo haircut yup
126,3,0,3,0,1,"""@G27Status: I could go for a fat ass bitch on my lap"" same",could go fat as bitch lap
127,3,0,3,0,1,"""@GEDMelle: 17 missed calls!!!! &#128544;&#128545;""Das yo P.O bitch twitter finna be screamn #FreeMoneyMelle",missed call da yo po bitch twitter finna screamn
128,6,0,6,0,1,"""@GTM_Al: Ya side bitch gotta know it's rules to this shit..anybody ask you my cousin from jersey thinkin bout moving"" lmmfao &#128514;&#128514;&#128514;&#128514;",ya side bitch got ta know rule shitanybody ask cousin jersey thinkin bout moving lmmfao
129,3,0,3,0,1,"""@GagaTom1: &#8220;@MaleFoot: 3 | Amo los pies http://t.co/4QE1hDkK8i&#8221;"" fuck yeah",amo los pie fuck yeah
130,3,0,3,0,1,"""@GirlThatsVonte: These hoes be thinking Meat won't slap they ass &#128564;&#128075;"" ainna bruh",hoe thinking meat wont slap as ainna bruh
131,3,0,3,0,1,"""@GirlThatsVonte: Yall bitches wit no edges be doing the most talking &#128553;&#128564;&#9995;""&#128514;&#128514;&#128514;",yall bitch wit edge talking
132,3,0,3,0,1,"""@GirlThatsVonte: Yall still going trick or treating this year or nah?""hell yeah ima be da sweet tooth bandit steal bitches bags n shit",yall still going trick treating year nahhell yeah ima da sweet tooth bandit steal bitch bag n shit
133,3,0,3,0,1,"""@Girllssues: I wanna have sex with my mom fuck her right in that pussy where I came from"" damn you got hacked like fuck",wan na sex mom fuck right pussy came damn got hacked like fuck
134,6,0,6,0,1,"""@Gizzy_Jones94: If she kiss u with her eyes open watch that bitch!""lmfao",kiss u eye open watch bitchlmfao
135,3,0,3,0,1,"""@Goofstroop: You a woulda coulda shoulda ass hoe &#128563;&#128586;""",woulda coulda shoulda as hoe
136,3,0,3,0,1,"""@Gotti_LTF: Happy Bday Bitch Ass Nigga @JetsAndASwisher""preciate that bitch roll up!",happy bday bitch as nigga preciate bitch roll
137,3,0,3,0,1,"""@HBMostDope: @1Jayee @PipinHoes used to send that bitch up""",used send bitch
138,6,0,6,0,1,"""@HBMostDope: Ugly bitches be like I'm my own WCW duh bitch you ain't nobody elses&#128514;&#128514;""",ugly bitch like im wcw duh bitch aint nobody elses
139,3,1,2,0,1,"""@HaloTGMG: @1stName_Bravo nigga you know we hacky sack hoes."" ...nah, I throw no look passes lmao",nigga know hacky sack hoe nah throw look pass lmao
141,3,1,2,0,1,"""@HeartlessFuck: Glad I'm getting outta Atlanta. Nothing but a bunch of niggas in &amp; outta jail &amp; dumb bitches with mad kids fuckin em.""",glad im getting outta atlanta nothing bunch nigga amp outta jail amp dumb bitch mad kid fuckin em
142,3,0,1,2,2,"""@HermosaAlma: This isn't ghetto.....it's smart https://t.co/MPAzQ3Jswf"" I'm doing this idc",isnt ghettoits smart im idc
143,3,0,2,1,1,"""@HiImJoriB: I would wife a hoe only cuz we wouldn't care that we cheating in each other."" ...why force the relationship in the first place?",would wife hoe cuz wouldnt care cheating force relationship first place
144,3,0,3,0,1,"""@HornyFacts: Being single isn't an excuse to be a hoe."" @TheOneMiss_Luu",single isnt excuse hoe
145,3,1,2,0,1,"""@HoskinsTy96: White boy power bitch"" black power bitch",white boy power bitch black power bitch
146,3,0,3,0,1,"""@Hudgens_11: Lets get drunk, get blowed, spit shit spark blunts &amp; fuck hoes!"" Bro white dudes have no chill.",let get drunk get blowed spit shit spark blunts amp fuck hoe bro white dude chill
147,3,0,3,0,1,"""@IScoutGirls: @verbally_abrupt bitch where u been"" Around the world and back. Where you been?",bitch u around world back
148,3,0,3,0,1,"""@ItsYahBoiRay: @anelylove if I don't get my dick sucked at yo party by a bad bitch I'm fr gone set it off &#128514;&#128514;&#128514;&#128514;"" *by @anelylove *",dont get dick sucked yo party bad bitch im fr gone set
149,3,0,2,1,1,"""@Itsyesie: #oomf is soooo cute. But he probably has hoes on him a lot.""",soooo cute probably hoe lot
150,3,0,3,0,1,"""@JAYten9: In every cartoon theirs alway a @_nuffsaid15 saving these hoes lmao. http://t.co/9uKD8wtZ6x"" lmao damn captain SaveAHoe",every cartoon alway saving hoe lmao lmao damn captain saveahoe
151,3,0,1,2,2,"""@JReebo: Who wants to get there nose in these bad bois then #scally #chav #sockfetish #stinking http://t.co/FeQxgN0W6I"" hot sox and legs",want get nose bad bois hot sox leg
152,3,0,3,0,1,"""@JamesyNBA: I wish I was a bitch like my brother keezy &#128530;"" ooooow I bet you do",wish bitch like brother keezy ooooow bet
153,6,0,6,0,1,"""@JasminePore: If you dressed up as a cat for Halloween you are basic."" ...or a pussy",dressed cat halloween basic pussy
154,4,0,4,0,1,"""@Jewelxo: Can pornhub just get a gaming stream feature so these dumb bitches can gtfo"" @Pornhub get on it Katie&lt;3",pornhub get gaming stream feature dumb bitch gtfo get katielt
155,3,0,3,0,1,"""@JoeBudden: stop being scared to choke her during sex u bitch ass niggas. She&#8217;ll like it."". Says the guy who hits women out of bed. FOH",stop scared choke sex u bitch as nigga shell like say guy hit woman bed foh
156,3,0,3,0,1,"""@Johnny55Perez: @white_thunduh ha well iguess I make them hoes loyal bro"" theyll never be loyal that y they hoes my nig",ha well iguess make hoe loyal bro theyll never loyal hoe nig
157,6,0,6,0,1,"""@KazAtta: @1TAKEHOV Oh man.. ""its 5 am, you off a molly, ho where the fuck ya seed at??"""" #fixed",oh man molly ho fuck ya seed
158,3,0,3,0,1,"""@KelsieBelsi: You're not a man if you refer to every girl as a bitch""",youre man refer every girl bitch
159,3,0,3,0,1,"""@KeyshawnSwag: Lmfao this cat started beating the shit out of me"" my nigga finally got some pussy?!? MY NIGGA!!!",lmfao cat started beating shit nigga finally got pussy nigga
160,3,0,1,2,2,"""@KeyshawnSwag: Peel up peel up bring it back up rewind back where I'm from they move Shaq from the line"" ooooow who tf said that trash!!?",peel peel bring back rewind back im move shaq line ooooow tf said trash
161,3,0,2,1,1,"""@KingCuh: @16stanleys io io alu record ho vine sai pe hahahaha"" lol anywaaaaaays..... haha",io io alu record ho vine sai pe hahahaha lol anywaaaaaays haha
162,3,0,3,0,1,"""@KingHendo95: @VonDreaam naw it's my old tape. new cover . my upcoming mixtape is #KingOfTheHill"" Yeah I'm waiting on that hoe Mayne!",naw old tape new cover upcoming mixtape yeah im waiting hoe mayne
163,3,0,3,0,1,"""@KingTeej_: Ol dirty foot ass bitches.."" this was too funny to me.",ol dirty foot as bitch funny
164,3,0,3,0,1,"""@King_Shawn_6: @white_thunduh that's where I get my yellow flags for being amazing &#128079;&#128524;"" HELL YEAH NIGGY",thats get yellow flag amazing hell yeah niggy
165,3,0,3,0,1,"""@KissMySmilee: Don't got time for bitches to be actin iffy.""",dont got time bitch actin iffy
166,3,0,0,3,2,"""@KnightfanNeal #UCFPINKPARTY come on stay alive knights nation!!!!"" This is still the early bird special. #ComeAtMeUT",come stay alive knight nation still early bird special
167,3,0,2,1,1,"""@KyraNadiya_: These hoes ain't loyal ; no they ain't http://t.co/h1UBsVbkGl""

Smfh &amp; wonder why nobody decent wants them",hoe aint loyal aint smfh amp wonder nobody decent want
168,3,0,3,0,1,"""@LCisTJ: Bruh, you studs keep thinking I'm soft as hell. Ask ya girl how many times she screamed she was my bitch. Oh okay. STFU."" BYE HOE!",bruh stud keep thinking im soft hell ask ya girl many time screamed bitch oh okay stfu bye hoe
169,3,0,3,0,1,"""@LODYCASH: dry pussy bitches always blame it on the condom&#128514;""&#128079;&#128514;&#128079;&#128514;",dry pussy bitch always blame condom
170,3,0,3,0,1,"""@LUNAraps: shut yo bitch ass up! https://t.co/IemN1u0gm5"" &#128557;&#128514;",shut yo bitch as
171,3,0,3,0,1,"""@LaFlareGodJosh: Gucci Mane in jail and dropping mixtapes every month and you hoes can't even text back""",gucci mane jail dropping mixtapes every month hoe cant even text back
172,3,0,3,0,1,"""@Latrobemark: You love these hoes more then money wats wrong these niggas""",love hoe money wats wrong nigga
173,6,0,6,0,1,"""@LeBronVuitton: A loyal bitch from the burbs without daddy issues is like finding a holographic Mewtwo."" ...sounding like me over there lol",loyal bitch burbs without daddy issue like finding holographic mewtwo sounding like lol
174,3,0,3,0,1,"""@LiLFridayHOE: Easy cum, easy hoe"" That's a fact !",easy cum easy hoe thats fact
175,3,0,3,0,1,"""@LifeAsBros: Charlie Sheen is too real http://t.co/gGGdK3kOV7"" major fucking respect for Charlie Sheen.",charlie sheen real major fucking respect charlie sheen
176,3,0,3,0,1,"""@Lightskingawdd: Wish I had a bae &#128533;""

You got all the hoes tho",wish bae got hoe tho
177,3,0,3,0,1,"""@Lil_Mike_12: Fuck twerking bitch can you cook ?""",fuck twerking bitch cook
178,3,0,3,0,1,"""@Linniekravitz: @WesGodLaFlare bitch wtf"" http://t.co/DaSmycxODB",bitch wtf
179,3,1,2,0,1,"""@Lipe_the_Great: &#8220;@h0rheyd: ""@Lipe_the_Great: Shut up zoe"" fight me pussy&#8221; for zoe? I'm good, man."" You are good ma'am. Move along now",shut zoe fight pussy zoe im good man good maam move along
180,3,0,3,0,1,"""@LolaaIsDope: Lmao fucking snake bitches"" @ em",lmao fucking snake bitch em
181,3,0,3,0,1,"""@Loveable_Aizah: Big booty hoes everywhere sheesh &#128525;"" damn &#127807;&#128064;&#127807;",big booty hoe everywhere sheesh damn
182,3,0,0,3,2,"""@MLBNetwork: Stay tuned to @MLBNetwork for an update on the report that @Yankees 1B @teixeiramark25 will be out 8-10 weeks"" @dliming35 #bum",stay tuned update report b week
183,3,0,0,3,2,"""@M_Rad: &#8220;@DezDLT: ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/tYCIhD6PkW&#8221; yes lmfao""@soccerboy_04",play soccer cheat girl wear khaki coloured cargo haircut yes lmfao
184,3,0,3,0,1,"""@MadFlyentist: Oregon chokes every year get off the field trash ass program"" RFT",oregon choke every year get field trash as program rft
185,3,0,3,0,1,"""@MannyDiesel: Def not cowboy lol RT @ArtofFloyd: Terrell Owens was the best Eagle &amp; Cowboy ever"" ..dude cried like a bitch on tv, over Romo",def cowboy lol rt terrell owen best eagle amp cowboy ever dude cried like bitch tv romo
